subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,6/7/2018,6/11/2018,Ipsos,B+,1335,rv,.039271,.0008483,43.4,34.8,47.82534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52543,83019,6/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/8/2018,6/12/2018,Ipsos,B+,2017,rv,.0594695,.0013603,44.6,35.3,49.02534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52563,83057,6/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/9/2018,6/13/2018,Ipsos,B+,2092,rv,.0618148,.0014929,43.8,36,48.22534,39.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52562,83056,6/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/10/2018,6/12/2018,YouGov,B,1299,rv,.1955318,.0053117,43,37,47.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0kj6rhpqso/econTabReport.pdf,52548,83027,6/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/10/2018,6/14/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2360472,.0093433,45,41,46.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52584,83095,6/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/6/2018,6/18/2018,Public Religion Research Institute,"",864,rv,1.032076,.0437326,53,42,53.95504,42.82344,"","",https://www.prri.org/research/American-democracy-in-crisis-voters-midterms-trump-election-2018/,53364,84452,6/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/10/2018,6/14/2018,Ipsos,B+,2106,rv,.0624031,.001586,42.4,36.9,46.82534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52561,83055,6/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/12/2018,6/13/2018,Monmouth University,A+,711,rv,1.465353,.0814523,48,41,47.09023,40.00396,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_061818,52555,83061,6/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/11/2018,6/15/2018,Ipsos,B+,2166,rv,.0643677,.0017174,42.8,36.6,47.22534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52576,83087,6/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/12/2018,6/16/2018,Ipsos,B+,2122,rv,.0632599,.0017676,43.1,36.6,47.52534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52579,83086,6/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/11/2018,6/17/2018,Gallup,B,1346,rv,1.530154,.0942952,48,43,47.67886,41.73692,"","",https://news.gallup.com/poll/235835/americans-certainty-voting-year-starting-low.aspx,52567,83205,6/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/13/2018,6/17/2018,Ipsos,B+,1447,rv,.0432902,.0012638,41.8,35.9,46.22534,39.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52578,83085,6/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/14/2018,6/18/2018,Ipsos,B+,1615,rv,.0484789,.0014762,43,35.4,47.42534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52577,83084,6/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/14/2018,6/17/2018,CNN/SSRS,A-,901,rv,1.07405,.0482179,50,42,47.51153,40.62517,"","",http://cdn.cnn.com/cnn/2018/images/06/19/rel6d.-.2018.election.pdf,52570,83099,6/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/14/2018,6/17/2018,Quinnipiac University,A-,905,rv,.6558947,.0230324,49,43,46.8154,42.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2551,52583,83096,6/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/14/2018,6/18/2018,Morning Consult,B-,1994,rv,.1923063,.0058684,42,37,46.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/06/180623_crosstabs_POLITICO_vnoPOL7_DK.pdf,52582,83093,6/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/13/2018,6/18/2018,Suffolk University,B+,1000,rv,1.396148,.0841632,45.1,39,45.19188,40.49996,"","",http://www.suffolk.edu/documents/SUPRC/6_21_2018_marginals.pdf,52590,83106,6/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/15/2018,6/19/2018,Ipsos,B+,1604,rv,.0483132,.001532,42,35.9,46.42534,39.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52595,83121,6/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/15/2018,6/19/2018,McLaughlin & Associates,C-,1000,lv,.4411411,.0166792,44,44,46.27081,41.39692,"","",http://mclaughlinonline.com/2018/06/21/national-for-america-survey-results/,52591,83108,6/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/17/2018,6/19/2018,YouGov,B,1267,rv,.1935774,.0071235,44,37,48.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rbrysksiud/econTabReport.pdf,52581,83091,6/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/16/2018,6/20/2018,Ipsos,B+,1578,rv,.0477068,.0015724,42.6,35.7,47.02534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52594,83120,6/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/17/2018,6/21/2018,Ipsos,B+,1578,rv,.0478872,.0016383,42.7,34.7,47.12534,38.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52593,83119,6/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/17/2018,6/21/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2317943,.0120978,45,41,46.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52717,83291,6/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/18/2018,6/22/2018,Ipsos,B+,1546,rv,.0470869,.0016701,42.5,35.8,46.92534,39.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52689,83257,6/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/19/2018,6/20/2018,YouGov,B,994,a,.1527248,.0060314,34,36,38.79832,38.67322,"","",https://big.assets.huffingtonpost.com/athena/files/2018/06/22/5b2d509de4b0040e2742d0d2.pdf,52663,83320,6/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/19/2018,6/23/2018,Ipsos,B+,1214,rv,.0371123,.001363,41.2,36.6,45.62534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52688,83256,6/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/21/2018,6/22/2018,YouGov,B,2063,a,.3195227,.0134509,40,36,44.79832,38.67322,"",T,https://www.cbsnews.com/news/cbs-news-battleground-tracker-sharp-divides-over-immigration-separation/,52662,83206,6/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/20/2018,6/24/2018,Ipsos,B+,1209,rv,.0370947,.0014091,42.8,36.2,47.22534,40.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52687,83255,6/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/22/2018,6/24/2018,Morning Consult,B-,1989,rv,.2008049,.0077139,44,37,48.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/06/180638_crosstabs_POLITICO_v1_DK.pdf,52691,83260,6/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/21/2018,6/25/2018,Ipsos,B+,1205,rv,.0371057,.0014565,40.9,36.8,45.32534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52686,83254,6/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/22/2018,6/26/2018,Ipsos,B+,1201,rv,.0371211,.001504,41.4,37.8,45.82534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52763,83367,6/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/24/2018,6/26/2018,YouGov,B,1268,rv,.1998609,.0091552,43,38,47.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9gtye70ttc/econTabReport.pdf,52715,83290,6/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/21/2018,6/29/2018,IBD/TIPP,A-,858,rv,1.138018,.0905796,48,40,48.20329,39.27478,"","",https://www.investors.com/wp-content/uploads/2018/07/IBDTIPP_2018_07.pdf,52772,83382,6/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/23/2018,6/27/2018,Ipsos,B+,1206,rv,.0374136,.0015633,41.9,36.9,46.32534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52762,83366,6/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/24/2018,6/25/2018,Harris Interactive,C+,1448,rv,.5691445,.0199574,45,36,47.77427,38.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/06/Final_HHP_Jun2018_RegisteredVoters_Topline_Memo.pdf,52716,83292,6/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/24/2018,6/28/2018,Ipsos,B+,1810,rv,.0563577,.0024267,44.5,34.5,48.92534,38.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52761,83365,6/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/24/2018,6/28/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.231243,.0147585,46,40,47.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52784,83408,6/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/25/2018,6/29/2018,Ipsos,B+,2153,rv,.0673009,.0029831,43.9,35,48.32534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52782,83406,6/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/26/2018,6/30/2018,Ipsos,B+,2197,rv,.0689711,.0031439,44.6,34.6,49.02534,38.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52781,83405,7/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/27/2018,7/1/2018,SurveyMonkey,D-,2652,a,.4407543,.0305859,43,40,43.7606,39.90355,"","",http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20and%20Methodology%207.3.pdf,52774,83386,7/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/27/2018,7/1/2018,Quinnipiac University,A-,1020,rv,.7576734,.0423347,50,41,47.8154,40.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2553,52770,83378,7/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/27/2018,7/1/2018,Ipsos,B+,2198,rv,.069311,.0032463,44.4,34.3,48.82534,38.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52780,83404,7/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/28/2018,6/29/2018,Morning Consult,B-,1990,rv,.2094857,.0094059,43,35,47.49991,37.0313,"","",https://morningconsult.com/wp-content/uploads/2018/07/180647_crosstabs_POLITICO_v1_DK.pdf,52775,83387,6/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/28/2018,7/2/2018,Ipsos,B+,2252,rv,.0713582,.003431,44,34.4,48.42534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52779,83403,7/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/27/2018,7/2/2018,The Washington Post,A+,1473,rv,2.686335,.268421,47,37,45.73676,36.93568,"","",https://www.documentcloud.org/documents/4577488-2018-07-02-Immigration-Trend-for-Release.html#document/p1,52789,83421,7/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/29/2018,7/3/2018,Ipsos,B+,1689,rv,.0538182,.0026529,41.4,36.5,45.82534,40.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52793,83427,7/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,6/30/2018,7/4/2018,Ipsos,B+,1394,rv,.0446729,.0023299,42.7,35.5,47.12534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52792,83426,7/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/1/2018,7/3/2018,YouGov,B,1259,rv,.2049816,.0115581,42,38,46.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6zgjgqczx0/econTabReport.pdf,52787,83415,7/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/1/2018,7/5/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2323643,.0186235,48,40,49.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52820,83479,7/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/1/2018,7/5/2018,Ipsos,B+,1383,rv,.044565,.002538,43.5,34.8,47.92534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52791,83425,7/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/2/2018,7/6/2018,Ipsos,B+,1406,rv,.0455546,.0028138,42.1,35.8,46.52534,39.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52815,83472,7/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/3/2018,7/7/2018,Ipsos,B+,1351,rv,.0440104,.0029313,43.3,35.4,47.72534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52814,83471,7/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/4/2018,7/8/2018,Ipsos,B+,1353,rv,.0443023,.0031659,46.2,33.7,50.62534,37.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52813,83470,7/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/5/2018,7/9/2018,Ipsos,B+,1312,rv,.0431785,.0032952,46.3,33.8,50.72534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52812,83469,7/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/6/2018,7/7/2018,Emerson College,B+,900,rv,1.371295,.1896427,49,42,48.31686,41.05624,"","",https://www.emerson.edu/sites/default/files/Files/Academics/ecp-national-july2018-PR.pdf,52797,83446,7/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/6/2018,7/10/2018,Morning Consult,B-,1999,rv,.2225148,.0169425,42,37,46.49991,39.0313,"","",https://www.politico.com/f/?id=00000164-8655-d844-adf5-c755af120000,52818,83483,7/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/6/2018,7/10/2018,Ipsos,B+,1295,rv,.0428265,.0034773,46.6,34.1,51.02534,37.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52831,83502,7/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/7/2018,7/11/2018,Ipsos,B+,1256,rv,.0417558,.0035932,48.2,33.4,52.62534,37.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52830,83501,7/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/8/2018,7/10/2018,YouGov,B,1246,rv,.205935,.0186907,42,38,46.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/j4bk4qaafk/econTabReport.pdf,52819,83478,7/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/9/2018,7/11/2018,Fox News,A,1007,rv,1.458069,.2099587,48,40,47.90765,40.0509,"","",https://www.scribd.com/document/383743616/Fox-July-2018-National-Topline-July-12-Release#fullscreen&from_embed,52827,83489,7/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/8/2018,7/12/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2338917,.0270035,46,41,47.1857,40.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53367,84457,7/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/8/2018,7/12/2018,Ipsos,B+,1246,rv,.0416564,.0037862,47.3,34.1,51.72534,37.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52829,83500,7/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/9/2018,7/13/2018,Ipsos,B+,1286,rv,.0432348,.0041391,46.1,34.3,50.52534,38.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53360,84439,7/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/10/2018,7/14/2018,Ipsos,B+,1357,rv,.0458765,.004615,46.1,32.8,50.52534,36.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53359,84438,7/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/11/2018,7/15/2018,Ipsos,B+,1283,rv,.0436313,.0046003,45.4,32.5,49.82534,36.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53358,84437,7/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/12/2018,7/16/2018,Ipsos,B+,1878,rv,.0642558,.007085,44,34.4,48.42534,38.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53357,84436,7/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/13/2018,7/14/2018,Morning Consult,B-,1991,rv,.2270263,.0235416,45,37,49.49991,39.0313,"","",https://www.politico.com/f/?id=00000164-a96d-d20a-a96f-bdffb3750001,53362,84450,7/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/13/2018,7/17/2018,Ipsos,B+,2357,rv,.081173,.0093393,43.5,35.2,47.92534,39.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53389,84486,7/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/14/2018,7/18/2018,Ipsos,B+,2380,rv,.0825311,.0098891,42.4,36.7,46.82534,40.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53388,84485,7/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2018,7/17/2018,YouGov,B,1272,rv,.209958,.0268376,45,37,49.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7hxorevceh/econTabReport.pdf,53366,84456,7/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2018,7/18/2018,NBC News/Wall Street Journal,A-,900,rv,1.115053,.1907723,49,43,47.8559,41.66911,"","",https://www.nbcnews.com/politics/first-read/nbc-wsj-poll-public-gives-trump-thumbs-down-russia-thumbs-n893266?cid=par-twitter-feed_20180722,53393,84500,7/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2018,7/19/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2371508,.0353828,47,40,48.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53418,84557,7/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/15/2018,7/19/2018,Ipsos,B+,2430,rv,.0849103,.0105731,41.3,37.4,45.72534,41.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53387,84484,7/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/16/2018,7/20/2018,Ipsos,B+,2478,rv,.087321,.0112764,41.4,37.4,45.82534,41.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53412,84546,7/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/17/2018,7/21/2018,Ipsos,B+,1892,rv,.0672993,.0089949,41.3,37.6,45.72534,41.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53411,84545,7/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/17/2018,7/22/2018,Kaiser Family Foundation,"",927,rv,1.255158,.2770952,49,37,48.91821,37.99877,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-July-2018-Changes-to-the-Affordable-Care-Act-Health-Care-in-the-2018-Midterms-and-the-Supreme-Court,53417,84558,7/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/18/2018,7/22/2018,Ipsos,B+,1255,rv,.0450886,.0062268,40.7,37.8,45.12534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53410,84544,7/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/19/2018,7/22/2018,Marist College,A,923,rv,1.54847,.3375357,47,40,47.1308,40.53578,"","",http://maristpoll.marist.edu/wp-content/uploads/2018/07/NPR_PBS-NewsHour_Marist-Poll_Nature-of-the-Sample-and-Tables_Pres.-Trump-Congress-and-the-Midterm-Elections_July-2018_181807241056.pdf#page=3,53415,84555,7/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/19/2018,7/23/2018,Morning Consult,B-,1996,rv,.2352489,.0321506,41,38,45.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/07/180736_crosstabs_POLITICO_v1_DK.pdf,53413,84548,7/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/19/2018,7/23/2018,Ipsos,B+,1277,rv,.046353,.0066052,42.5,35.6,46.92534,39.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53409,84543,7/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/18/2018,7/23/2018,Quinnipiac University,A-,1177,rv,.9690367,.1656002,51,39,48.8154,38.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2558,53404,84562,7/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/20/2018,7/24/2018,Ipsos,B+,1165,rv,.0427406,.006276,42.4,36.9,46.82534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53434,84587,7/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/19/2018,7/26/2018,Greenberg Quinlan Rosner,B-,1003,rv,.9562754,.2043138,48,39,47.02532,38.02739,"","",http://www.democracycorps.com/attachments/article/1090/Democracy%20Corps%20July%20National%20Poll%20Toplines_7.26.2018.pdf,53531,85881,7/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/22/2018,7/24/2018,YouGov,B,1201,rv,.1986495,.0331199,44,38,48.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wa3gpxn761/econTabReport.pdf,53416,84556,7/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/21/2018,7/25/2018,Ipsos,B+,1184,rv,.0439185,.0066369,41.6,36.4,46.02534,40.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53433,84586,7/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/22/2018,7/26/2018,Ipsos,B+,1200,rv,.0450243,.0069932,40.6,37.2,45.02534,41.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53432,84585,7/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/22/2018,7/26/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.2419225,.0441568,46,40,47.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,53465,84645,7/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/23/2018,7/27/2018,Ipsos,B+,1596,rv,.0605274,.0096623,40.5,37.6,44.92534,41.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53457,84630,7/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/24/2018,7/25/2018,Harris Interactive,C+,1323,rv,.3584285,.0430064,43,36,45.77427,38.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/07/Final_HHP_Jul2018_RegisteredVoters_Topline_Memo.pdf,53438,84594,7/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/25/2018,7/27/2018,SurveyMonkey,D-,2225,rv,.3903165,.0923922,52,42,52.7606,41.90355,"","",https://drive.google.com/file/d/1az9_hGU7rskcdElS1eW0oj2c_Z1Z1rw3/view,53458,84634,7/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/24/2018,7/28/2018,Ipsos,B+,1571,rv,.0602579,.009874,40.7,37.3,45.12534,41.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53456,84629,7/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/25/2018,7/29/2018,Ipsos,B+,1560,rv,.0605108,.0101731,40.7,36.8,45.12534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53455,84628,7/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2018,7/27/2018,YouGov,B,2420,a,.4016242,.0762436,40,36,44.79832,38.67322,"",T,https://www.cbsnews.com/news/americans-wary-of-trump-tariffs-impact-but-support-plan-to-aid-farmers-cbs-poll/,53436,84595,7/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2018,7/30/2018,Ipsos,B+,1555,rv,.060993,.0105157,40.8,37.5,45.22534,41.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53454,84627,7/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2018,7/30/2018,Morning Consult,B-,1993,rv,.2450305,.0416202,44,37,48.49991,39.0313,"","",https://www.politico.com/f/?id=00000164-f1fc-d428-a7fe-f1ffda9d0000,53461,84638,7/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/27/2018,7/31/2018,Ipsos,B+,1571,rv,.0623034,.0110113,41.9,35.9,46.32534,39.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53494,85688,8/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2018,7/31/2018,Garin-Hart-Yang/Global Strategy Group,"",1000,v,1.223014,.364759,49,41,48.91806,40.04223,"","",https://www.washingtonpost.com/r/2010-2019/WashingtonPost/2018/08/03/Editorial-Opinion/Graphics/pollmessagememo.pdf,53532,85882,8/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/29/2018,7/31/2018,YouGov,B,1215,rv,.2057534,.0422155,44,40,48.79832,42.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fw0vfdqfpc/econTabReport.pdf,53464,84644,8/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/26/2018,8/2/2018,IBD/TIPP,A-,878,rv,1.195148,.3260474,45,45,45.20329,44.27478,"","",https://www.investors.com/politics/editorials/ibd-tipp-poll-optimism/,53497,85925,8/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,7/28/2018,8/1/2018,Ipsos,B+,1329,rv,.0533077,.0096505,41.9,35.3,46.32534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,53493,85687,8/2/2018,13:20:19 23 Sep 2018
